7;0
8;2
9;0
11;2
13;0
14;2
16;0
18;2
20;0
21;2
23;0
25;2
26;0
28;2
29;0
31;2
32;0
34;2
35;0
37;2
39;0
40;2
41;0
43;1
44;0
46;1
48;0
50;1
51;0
53;1
54;0
56;1
58;0
60;1
61;0
64;1
66;0
67;1
69;0
71;1
73;0
75;1
76;0
78;1
80;0
80;1
81;0
82;2
84;0
86;2
87;0
89;2
91;0
92;2
94;0
96;2
97;0
99;2
101;0
103;2
104;0
106;2
107;0
108;2
110;0
112;2
113;0
114;1
116;0
118;1
119;0
121;1
123;0
124;1
126;0
127;1
129;0
130;1
132;0
133;1
135;0
136;1
138;0
139;1
141;0
142;1
144;0
145;1
147;0
149;3
150;0
151;3
154;0
155;3
157;0
158;3
160;0
161;3
163;0
165;3
166;0
168;3
169;0
171;3
173;0
174;3
176;0
177;3
179;0
180;3
182;0
183;3
185;0
186;2
188;0
189;2
191;0
193;2
194;0
196;2
198;0
199;2
201;0
203;2
204;0
206;2
208;0
209;2
211;0
213;2
215;0
216;2
218;0
219;2
220;0
222;1
223;0
225;1
227;0
228;1
230;0
232;1
234;0
235;1
237;0
239;1
241;0
242;1
244;0
245;1
247;0
248;1
250;0
251;1
253;0
254;1
255;0
257;2
258;0
259;2
261;0
263;2
264;0
266;2
268;0
269;2
271;0
272;2
274;0
276;2
277;0
279;2
280;0
282;2
284;0
285;2
286;0
288;2
289;0
290;2
291;0
294;3
295;0
299;0
299;3
331;2
331;0
334;2
334;0
367;2
367;1
367;0
371;2
371;1
371;0
403;0
403;1
407;1
407;0
439;3
439;2
443;2
443;3
475;1
475;0
479;1
479;0
511;2
511;1
515;2
515;1
528;2
529;1
530;2
532;1
533;2
535;1
536;2
537;1
539;2
540;1
541;2
542;1
544;2
547;0
547;1
552;1
552;0
556;2
556;1
558;2
560;1
561;2
562;1
564;2
565;1
567;2
568;1
570;2
571;1
572;2
574;1
576;2
576;1
583;1
583;0
587;1
587;0
620;2
620;3
624;2
624;3
645;0
647;1
650;2
665;1
667;0
669;1
671;2
673;1
676;0
679;3
684;2
688;1
709;1
709;0
713;1
713;0
720;0
721;1
723;2
725;3
737;2
739;1
741;2
743;3
746;2
748;1
750;0
752;1
755;2
761;3
763;1
780;1
780;0
784;1
784;0
792;0
794;1
798;2
809;3
811;1
813;2
822;0
827;1
829;2
831;3
852;1
852;0
857;1
857;0
863;0
865;1
867;2
880;2
882;1
884;0
886;1
889;2
895;2
898;1
901;0
903;1
906;0
925;1
925;0
929;1
929;0
933;0
936;1
938;2
942;3
951;1
955;0
965;1
967;2
970;0
974;1
979;1
979;2
986;1
989;0
997;0
1001;1
1004;2
1014;1
1023;0
1026;3
1026;2
1035;2
1039;1
1041;0
1049;0
1058;1
1060;2
1070;0
1073;1
1076;2
1107;0
1110;1
1113;2
1117;1
1120;0
1123;0
1125;1
1126;2
1128;1
1129;2
1130;1
1131;2
1132;1
1133;2
1134;1
1135;2
1137;1
1138;2
1139;1
1140;2
1141;1
1142;2
1144;1
1145;2
1146;1
1147;2
